Contract,tenure,MonthlyCharges,InternetService_No,InternetService_Fiber optic,OnlineSecurity,TechSupport,PaperlessBilling,SeniorCitizen,is_Autometic_payment,Churn
2,41,19.7,True,False,0,0,0,0,1,0
2,72,70.65,False,False,1,0,1,0,1,0
2,43,86.45,False,False,1,1,0,0,1,0
2,72,114.1,False,True,1,1,1,0,1,0
1,47,95.2,False,True,0,0,1,0,1,0
2,72,88.55,False,False,1,1,0,0,1,0
0,3,20.75,True,False,0,0,1,0,1,0
0,1,70.05,False,True,0,0,1,0,0,1
0,2,86.0,False,True,0,0,1,0,0,1
0,26,44.65,False,False,1,0,1,0,1,0
0,29,60.2,False,False,1,0,1,0,0,0
0,35,100.5,False,True,1,1,1,1,1,1
1,27,55.45,False,False,1,0,0,0,1,0
0,24,70.3,False,False,1,1,1,0,1,0
2,67,60.4,False,False,1,1,1,0,1,0
0,16,72.65,False,True,0,0,0,0,0,1
1,23,55.8,False,False,0,0,0,0,1,0
0,14,31.1,False,False,0,0,1,0,0,0
0,1,21.0,True,False,0,0,1,0,0,1
0,1,45.1,False,False,0,0,0,1,0,1
0,4,50.95,False,False,0,0,1,1,1,0
0,16,69.1,False,False,1,0,1,0,0,0
0,46,43.95,False,False,0,0,1,0,0,0
2,68,86.5,False,False,1,1,1,0,1,0
0,38,69.95,False,False,1,1,0,0,0,0
0,30,50.4,False,False,0,0,1,1,1,1
0,5,78.95,False,True,0,0,0,1,0,1
0,17,90.95,False,True,0,0,1,0,1,0
2,4,19.9,True,False,0,0,0,0,0,0
1,12,20.15,True,False,0,0,0,0,0,0
2,72,90.6,False,False,1,1,1,0,1,0
0,3,92.0,False,True,0,0,1,0,0,0
0,56,94.45,False,True,0,1,1,0,0,1
1,41,24.85,True,False,0,0,1,0,0,0
1,40,36.0,False,False,0,1,0,0,1,0
0,7,78.5,False,False,1,1,1,0,0,0
2,69,19.95,True,False,0,0,0,0,1,0
1,7,20.65,True,False,0,0,0,0,0,0
0,5,30.5,False,False,0,0,1,0,0,0
2,72,106.1,False,True,1,1,0,0,1,0
1,44,20.5,True,False,0,0,1,0,1,0
1,65,95.5,False,True,0,0,1,0,0,0
0,3,64.6,False,False,0,1,0,0,0,0
0,24,51.1,False,False,0,1,1,0,1,0
0,44,84.8,False,True,0,0,1,0,1,1
2,72,89.1,False,False,1,1,0,1,1,0
0,24,54.95,False,False,1,1,0,0,0,0
0,1,50.9,False,False,0,0,0,0,0,1
0,22,20.45,True,False,0,0,1,0,1,0
2,70,85.95,False,False,0,1,1,0,1,0
0,25,60.35,False,False,0,0,0,0,0,0
2,37,19.8,True,False,0,0,0,0,1,0
0,22,85.35,False,True,0,0,0,1,1,0
2,59,72.1,False,False,0,1,1,0,1,0
0,49,99.8,False,True,0,0,1,0,0,1
0,47,107.35,False,True,0,1,1,0,1,1
0,31,19.55,True,False,0,0,1,0,0,1
0,1,81.05,False,True,0,0,1,0,0,0
0,3,20.5,True,False,0,0,1,0,0,0
1,53,111.8,False,True,0,1,1,0,1,0
0,1,20.2,True,False,0,0,0,0,0,0
1,20,19.7,True,False,0,0,1,0,0,0
0,3,79.1,False,True,1,0,1,0,0,1
1,51,19.85,True,False,0,0,1,0,1,0
1,51,60.5,False,False,1,1,1,0,1,0
2,13,19.55,True,False,0,0,0,0,0,0
0,1,20.9,True,False,0,0,0,0,0,0
0,1,21.05,True,False,0,0,1,0,0,0
1,63,71.5,False,False,1,1,0,0,0,0
0,3,54.65,False,False,0,0,0,0,0,0
2,46,19.2,True,False,0,0,0,0,1,0
0,1,49.8,False,False,0,0,1,0,1,0
0,8,25.5,False,False,0,0,0,0,0,1
2,71,20.5,True,False,0,0,0,0,1,0
0,55,90.4,False,True,0,0,1,0,1,0
1,70,90.25,False,True,0,1,1,0,1,0
0,2,80.75,False,True,0,0,0,0,0,1
2,67,104.6,False,True,1,1,0,0,1,0
0,65,91.85,False,True,0,0,1,0,1,1
0,14,50.2,False,False,0,0,0,0,1,0
0,20,95.5,False,True,0,1,1,0,1,0
0,1,75.35,False,True,0,0,1,0,0,1
0,1,75.45,False,True,0,0,1,0,0,1
0,49,95.4,False,True,0,0,1,0,1,0
2,72,101.3,False,True,1,0,1,0,1,0
0,46,53.1,False,False,1,0,0,0,0,0
0,24,84.85,False,True,0,0,1,0,1,0
0,5,34.25,False,False,0,1,0,0,0,0
0,33,88.6,False,True,0,1,0,0,1,0
1,42,60.15,False,False,1,0,1,0,1,0
1,23,99.95,False,True,1,0,1,0,1,0
0,8,70.7,False,True,0,0,0,0,1,0
1,66,54.8,False,False,1,0,1,0,0,0
0,24,49.55,False,False,1,0,1,0,1,1
0,24,54.8,False,False,0,0,0,1,1,0
1,69,78.6,False,False,1,1,1,0,1,1
1,53,100.3,False,True,0,0,1,0,0,0
2,60,53.6,False,False,1,0,0,0,0,0
0,7,81.1,False,True,0,0,1,0,0,1
1,20,19.35,True,False,0,0,1,0,1,0
0,23,85.6,False,True,0,0,0,0,0,0
2,72,80.8,False,False,1,1,1,0,0,0
0,11,74.95,False,True,0,0,1,0,0,1
2,21,19.6,True,False,0,0,0,0,0,0
0,1,93.55,False,True,0,0,1,1,0,1
0,31,90.7,False,True,0,0,1,1,0,0
2,57,69.75,False,False,0,1,0,0,0,0
2,45,20.0,True,False,0,0,1,0,1,0
0,10,95.25,False,True,0,0,1,0,0,0
0,58,102.1,False,True,0,1,1,0,1,1
0,14,19.95,True,False,0,0,0,0,0,0
1,27,80.85,False,False,1,1,0,0,0,0
0,14,90.9,False,True,0,0,1,0,1,1
0,12,29.2,False,False,0,0,0,0,0,1
2,69,93.3,False,True,0,1,1,0,1,0
0,25,89.15,False,True,0,0,1,0,1,1
1,58,108.85,False,True,1,0,1,1,0,1
2,35,46.35,False,False,1,1,1,0,1,0
0,16,84.75,False,True,0,0,1,1,0,1
1,45,78.75,False,False,0,0,0,0,1,0
0,17,83.55,False,True,0,0,1,0,0,0
0,1,45.7,False,False,0,0,1,0,0,1
1,22,19.6,True,False,0,0,0,0,0,0
0,1,69.95,False,True,0,0,1,1,0,1
2,67,67.85,False,False,1,1,0,0,0,0
2,67,105.65,False,True,0,1,1,0,1,0
0,2,44.6,False,False,0,0,0,0,0,1
0,23,74.95,False,True,0,0,1,0,0,1
0,9,75.5,False,True,0,0,0,1,1,0
0,5,20.15,True,False,0,0,0,0,0,0
2,54,45.2,False,False,1,1,0,0,1,0
2,57,95.25,False,True,0,0,1,0,0,1
0,24,89.85,False,True,0,0,1,0,0,1
1,49,100.45,False,True,0,0,0,0,0,1
0,5,47.15,False,False,0,0,0,0,0,1
0,2,80.2,False,True,0,0,1,0,0,1
0,4,87.1,False,True,0,1,1,0,0,1
2,70,79.25,False,False,1,1,1,0,1,0
0,5,75.9,False,True,0,0,1,0,1,1
0,53,85.7,False,False,1,1,0,0,0,0
0,47,98.75,False,True,1,0,1,0,0,1
1,31,20.1,True,False,0,0,0,0,1,0
0,13,61.8,False,False,0,1,0,0,1,0
0,28,49.9,False,False,0,0,0,0,0,0
0,10,86.45,False,True,0,0,0,0,0,1
2,38,20.4,True,False,0,0,0,0,1,0
0,1,45.3,False,False,0,0,1,0,0,1
1,67,104.1,False,True,0,0,0,0,0,1
1,52,75.4,False,False,1,0,1,0,0,0
2,62,108.15,False,True,1,1,0,0,0,0
0,16,86.25,False,True,0,0,1,0,0,0
0,5,81.0,False,True,0,0,1,1,0,1
1,12,95.7,False,True,0,0,0,0,0,0
2,72,116.85,False,True,1,1,1,0,1,0
1,71,105.75,False,True,0,1,0,1,1,0
1,24,20.15,True,False,0,0,0,0,0,0
2,15,19.6,True,False,0,0,0,0,0,0
1,67,90.6,False,True,1,0,1,0,1,1
0,2,60.95,False,False,1,0,0,0,1,0
0,5,25.05,False,False,0,0,0,0,0,0
0,15,88.15,False,True,0,0,0,0,0,1
0,1,20.2,True,False,0,0,1,0,0,1
1,41,60.3,False,False,1,0,1,0,1,0
0,43,63.95,False,False,1,0,1,0,0,0
0,1,74.3,False,True,0,0,0,1,0,0
0,1,70.6,False,True,0,0,1,1,0,0
0,26,90.8,False,True,0,0,1,0,0,1
0,22,79.35,False,True,0,0,1,0,0,1
2,71,90.55,False,False,1,1,0,0,1,0
2,7,19.45,True,False,0,0,0,0,0,0
0,28,64.45,False,False,0,1,0,1,1,0
0,16,69.65,False,True,0,0,0,1,0,0
1,7,19.5,True,False,0,0,0,0,0,0
2,69,110.5,False,True,0,1,1,0,1,0
0,1,24.7,False,False,0,0,0,0,0,0
0,3,77.4,False,False,1,0,1,0,0,0
0,21,96.8,False,True,0,0,1,1,1,1
0,69,85.4,False,True,0,0,1,0,1,0
2,71,47.6,False,False,1,1,1,0,1,0
2,69,19.4,True,False,0,0,0,0,0,0
0,48,103.85,False,True,0,1,1,0,0,0
0,47,83.35,False,True,0,0,1,0,1,1
0,2,49.4,False,False,0,0,1,0,0,1
0,45,108.45,False,True,1,1,1,0,1,0
0,51,81.0,False,True,0,0,0,0,1,0
0,22,79.2,False,False,1,1,1,0,0,1
2,72,86.65,False,False,1,1,0,0,1,0
0,37,92.95,False,True,0,0,1,0,0,0
2,71,90.35,False,False,1,1,0,0,0,0
0,7,48.7,False,False,0,0,0,0,0,1
2,66,25.15,True,False,0,0,1,0,1,0
1,51,76.4,False,False,1,1,1,0,1,0
1,30,19.55,True,False,0,0,0,0,1,0
0,34,85.35,False,True,0,0,0,0,0,0
2,64,24.8,True,False,0,0,1,0,0,0
1,65,103.15,False,True,0,0,1,1,1,0
0,47,100.75,False,True,1,1,0,0,0,0
0,1,95.6,False,True,1,0,1,0,0,1
0,49,59.75,False,False,1,0,1,0,1,1
2,67,94.1,False,True,0,1,0,0,1,0
1,39,19.35,True,False,0,0,0,0,1,0
0,14,19.9,True,False,0,0,0,0,0,0
0,43,108.15,False,True,1,1,1,1,1,1
0,56,101.05,False,True,0,0,1,1,0,0
1,14,59.1,False,False,0,1,0,0,1,0
0,1,71.35,False,True,0,0,0,0,0,1
1,16,55.85,False,False,1,0,1,0,0,0
0,70,106.05,False,True,1,0,1,0,0,0
2,72,84.1,False,False,1,0,1,1,1,0
0,23,75.3,False,True,0,0,1,0,1,0
0,21,24.7,True,False,0,0,0,0,0,0
0,1,20.15,True,False,0,0,1,0,0,1
0,1,69.75,False,True,0,0,0,0,1,1
0,32,93.2,False,True,0,0,1,1,0,1
0,17,80.85,False,True,0,0,0,0,0,1
0,4,33.65,False,False,1,0,1,0,0,1
1,36,55.8,False,False,0,0,0,0,0,0
2,50,39.7,False,False,0,1,0,0,1,0
0,48,29.5,False,False,0,1,1,0,1,0
2,50,20.15,True,False,0,0,0,0,1,0
2,72,79.55,False,False,1,1,0,0,1,0
0,10,24.8,True,False,0,0,0,0,1,0
0,18,19.65,True,False,0,0,0,0,0,0
0,1,79.95,False,True,0,0,1,0,0,1
0,1,19.3,True,False,0,0,0,0,0,1
0,9,94.05,False,True,0,0,1,0,0,0
0,2,90.75,False,True,1,0,0,0,0,0
0,40,78.85,False,True,0,1,1,0,1,0
1,69,99.5,False,True,0,0,0,0,1,0
1,37,99.2,False,True,1,1,1,0,0,1
0,18,80.55,False,True,0,0,1,0,1,0
0,11,70.2,False,True,0,0,1,1,0,0
0,8,85.2,False,True,0,0,1,0,1,1
0,3,75.25,False,True,0,0,0,0,0,1
1,55,59.45,False,False,1,0,0,0,1,0
0,33,93.35,False,True,0,0,1,0,0,0
0,46,44.95,False,False,0,0,0,0,1,0
2,34,26.1,True,False,0,0,0,0,1,0
0,3,20.2,True,False,0,0,0,0,0,0
2,30,21.25,True,False,0,0,0,0,0,0
1,33,59.4,False,False,1,1,0,0,0,0
1,45,95.0,False,True,0,0,1,0,1,0
0,40,61.9,False,False,1,1,1,0,0,0
2,71,118.65,False,True,1,1,1,0,0,0
0,1,54.35,False,False,0,0,0,0,0,1
2,72,64.45,False,False,1,1,0,0,1,0
0,22,80.15,False,True,0,0,1,0,0,0
1,46,20.2,True,False,0,0,1,0,1,0
2,55,21.0,True,False,0,0,0,0,0,0
0,1,20.45,True,False,0,0,0,0,0,0
1,12,75.85,False,False,0,1,1,0,0,0
0,31,80.45,False,True,0,0,1,0,0,0
0,5,24.95,False,False,0,0,1,0,0,1
2,67,75.5,False,False,1,0,1,0,0,0
0,1,44.45,False,False,0,0,0,0,0,0
1,40,42.35,False,False,1,0,1,0,0,1
0,41,74.55,False,False,1,0,1,0,1,0
0,1,75.3,False,True,0,0,1,0,0,1
1,51,94.8,False,True,1,0,1,0,0,1
2,42,48.15,False,False,1,1,0,0,1,0
1,23,19.65,True,False,0,0,0,0,0,0
0,1,70.55,False,True,0,0,1,1,0,1
0,1,20.15,True,False,0,0,0,0,0,0
0,56,106.6,False,True,1,0,1,0,1,0
0,15,91.0,False,True,0,0,1,0,0,0
2,12,25.4,True,False,0,0,1,0,1,0
2,54,69.95,False,False,1,1,0,0,1,0
0,7,66.85,False,False,0,0,1,0,0,0
0,33,86.15,False,True,0,0,0,0,1,1
0,16,20.15,True,False,0,0,0,0,0,0
1,21,64.85,False,False,1,0,0,0,0,0
2,30,74.85,False,False,0,0,0,1,0,0
0,3,50.5,False,False,0,1,1,0,0,0
0,11,72.9,False,True,0,0,0,0,0,0
1,62,115.05,False,True,1,1,1,0,1,0
0,18,19.0,True,False,0,0,0,0,0,0
0,6,19.55,True,False,0,0,0,0,0,0
1,46,101.1,False,True,0,0,1,0,0,0
0,21,84.1,False,True,0,0,1,0,0,0
2,68,24.15,True,False,0,0,1,0,1,0
0,1,50.1,False,False,0,0,1,0,0,0
0,25,74.6,False,True,0,0,1,0,0,0
2,24,19.75,True,False,0,0,0,0,0,0
0,30,85.0,False,True,0,0,1,0,0,1
0,2,80.55,False,True,0,0,0,0,0,1
1,51,106.8,False,True,0,0,1,0,1,0
2,57,84.5,False,False,1,1,1,0,0,0
2,15,25.05,True,False,0,0,0,0,1,0
2,72,83.7,False,False,1,1,1,0,1,0
0,2,75.8,False,True,0,0,1,0,0,1
0,28,96.6,False,True,0,0,0,0,1,0
0,29,98.5,False,True,0,0,1,1,0,1
2,70,101.1,False,True,1,1,1,0,1,0
1,13,20.2,True,False,0,0,0,0,0,0
1,59,94.05,False,True,1,1,1,1,0,0
0,13,95.25,False,True,0,0,1,1,0,1
0,7,74.4,False,True,0,0,1,1,0,1
2,62,81.0,False,False,1,1,0,0,0,0
1,21,60.25,False,False,1,1,1,0,0,0
0,2,60.85,False,False,0,0,0,0,0,0
0,1,43.95,False,False,0,0,0,0,1,0
0,4,86.05,False,True,0,0,0,0,0,0
1,19,20.25,True,False,0,0,0,0,1,0
0,30,85.15,False,True,0,1,0,0,0,1
2,67,19.4,True,False,0,0,1,0,1,0
2,72,102.65,False,True,1,0,1,1,1,0
2,53,19.9,True,False,0,0,0,0,1,0
1,5,19.55,True,False,0,0,0,0,0,0
2,71,95.5,False,True,0,1,1,1,1,0
1,50,84.15,False,False,0,1,1,0,1,0
2,56,103.2,False,True,0,1,1,0,0,0
0,2,50.2,False,False,0,1,1,0,1,0
0,2,88.55,False,True,0,0,1,1,0,1
0,24,54.75,False,False,1,0,0,0,0,1
2,46,19.95,True,False,0,0,0,0,1,0
2,71,116.25,False,True,1,1,1,0,0,0
0,29,31.2,False,False,0,1,1,0,0,0
2,69,24.45,True,False,0,0,0,0,1,0
2,71,84.2,False,False,0,1,0,0,1,0
0,1,91.3,False,True,0,0,1,1,0,1
2,56,85.65,False,False,1,1,1,1,1,0
1,56,21.2,True,False,0,0,1,0,0,0
0,1,79.5,False,True,0,0,1,0,0,1
1,28,25.55,True,False,0,0,0,0,0,0
0,19,20.2,True,False,0,0,0,0,0,0
0,66,63.85,False,False,0,1,0,0,0,0
1,17,61.95,False,False,0,1,1,0,0,0
2,52,25.75,True,False,0,0,0,0,0,0
1,19,58.2,False,False,0,0,0,0,0,0
1,36,85.85,False,False,1,1,0,0,1,0
0,7,70.1,False,True,0,0,1,1,0,1
1,72,104.9,False,True,1,1,1,0,1,0
1,67,111.3,False,True,1,0,1,0,0,1
1,34,99.85,False,True,0,0,1,1,0,0
0,57,95.25,False,True,0,0,1,1,1,1
0,7,86.25,False,True,0,0,1,0,0,1
0,1,100.8,False,True,0,0,1,1,0,1
0,8,19.55,True,False,0,0,1,0,1,0
2,69,104.0,False,True,0,1,0,0,0,0
1,50,104.4,False,True,1,0,1,0,0,0
1,10,19.5,True,False,0,0,0,0,0,0
2,12,25.25,True,False,0,0,0,0,1,0
0,14,86.3,False,True,0,0,1,0,0,1
2,70,49.85,False,False,1,1,1,0,1,0
0,64,108.95,False,True,1,1,1,1,1,0
2,66,89.9,False,False,1,1,0,0,1,0
2,71,82.0,False,False,1,1,1,0,1,0
0,20,89.95,False,True,0,0,0,1,0,0
2,72,79.35,False,False,1,1,1,0,1,0
2,71,64.05,False,False,1,1,0,0,1,0
0,38,101.15,False,True,0,0,1,0,1,0
0,28,89.95,False,True,0,0,1,0,0,1
0,17,76.45,False,True,0,0,1,1,0,1
1,33,39.1,False,False,0,0,1,0,0,0
2,23,34.6,False,False,1,1,0,0,0,0
1,58,19.55,True,False,0,0,1,0,0,0
2,70,104.45,False,True,0,1,1,1,1,0
0,4,70.5,False,True,0,0,0,0,0,0
2,45,20.35,True,False,0,0,0,0,0,0
0,10,70.0,False,True,0,0,1,0,0,1
2,36,19.45,True,False,0,0,0,0,1,0
0,54,69.9,False,False,1,1,1,0,0,0
2,23,59.7,False,False,0,1,0,0,0,0
1,41,78.35,False,False,1,0,1,0,1,0
0,5,71.45,False,True,0,0,1,1,0,0
1,27,45.85,False,False,0,0,1,0,1,0
0,1,95.85,False,True,0,1,1,0,0,0
2,67,35.7,False,False,1,1,0,0,1,0
2,72,89.55,False,False,1,1,1,1,1,0
2,56,24.95,True,False,0,0,1,0,1,0
1,44,24.85,True,False,0,0,0,0,0,0
0,66,100.8,False,True,0,0,1,1,0,0
1,34,64.4,False,False,1,1,1,0,0,1
2,69,105.35,False,True,0,1,0,0,1,0
0,1,102.45,False,True,1,0,1,0,0,1
2,40,19.65,True,False,0,0,0,0,1,0
0,30,54.45,False,False,1,0,1,0,1,0
0,11,70.5,False,False,0,1,0,0,0,0
1,15,20.1,True,False,0,0,0,0,1,0
0,11,69.35,False,False,0,0,1,0,0,0
1,64,19.8,True,False,0,0,0,0,1,0
2,72,74.4,False,False,1,1,0,1,1,0
2,72,93.05,False,True,1,1,1,1,1,0
0,1,51.2,False,False,1,0,0,0,0,0
1,15,65.6,False,False,1,1,0,0,1,0
1,60,80.55,False,False,0,1,0,0,1,0
1,56,52.7,False,False,1,0,0,0,0,0
2,8,20.85,True,False,0,0,0,0,0,0
0,3,80.1,False,True,0,1,0,0,1,1
0,49,52.15,False,False,0,0,1,0,1,0
0,2,80.2,False,True,0,0,1,0,0,1
0,6,98.15,False,True,1,1,1,0,1,1
2,70,114.95,False,True,1,1,1,0,1,0
0,12,112.95,False,True,0,1,1,0,0,1
1,52,104.45,False,True,1,1,1,1,1,0
2,72,113.65,False,True,1,1,1,0,1,0
2,40,20.6,True,False,0,0,1,0,1,0
0,1,70.9,False,True,0,0,0,0,0,1
0,3,86.85,False,True,0,0,1,1,0,1
0,40,91.55,False,True,0,0,1,1,0,0
0,1,49.85,False,False,0,0,1,0,0,0
1,30,19.8,True,False,0,0,0,0,1,0
0,23,99.85,False,True,1,1,1,0,0,1
0,1,74.5,False,True,0,0,1,0,0,1
0,44,104.15,False,True,0,1,0,1,0,0
0,65,109.15,False,True,0,1,1,0,0,1
0,7,48.2,False,False,1,0,1,1,0,0
2,72,25.1,True,False,0,0,1,1,1,0
0,8,100.15,False,True,0,1,1,1,1,0
0,16,65.2,False,False,0,0,1,0,1,1
0,66,99.5,False,True,0,0,1,1,1,1
0,1,71.55,False,True,0,0,1,0,0,1
0,3,55.9,False,False,1,0,0,0,0,0
0,53,93.9,False,True,1,0,0,0,0,1
0,8,64.4,False,False,0,1,1,1,1,0
2,69,108.4,False,True,0,1,1,1,1,1
0,5,85.3,False,True,0,0,1,0,0,0
2,72,107.45,False,True,1,1,0,0,0,0
0,13,48.75,False,False,0,0,1,0,1,1
0,4,85.65,False,True,0,0,1,0,0,1
2,54,91.3,False,False,1,1,0,0,1,0
2,72,85.95,False,False,0,1,0,0,1,0
0,12,106.7,False,True,0,0,1,0,0,1
0,1,25.15,False,False,0,0,1,0,0,1
0,1,45.2,False,False,0,0,0,1,0,0
1,54,110.35,False,True,0,1,0,0,0,1
2,69,79.2,False,True,0,0,1,0,1,0
2,48,55.5,False,False,1,0,0,0,1,0
1,48,103.25,False,True,1,0,1,0,1,1
0,8,90.25,False,True,0,1,1,0,0,0
2,71,91.25,False,False,1,1,1,0,0,0
0,2,47.8,False,False,1,0,1,0,0,1
1,67,100.9,False,True,1,0,1,0,1,0
0,34,97.7,False,True,0,0,1,0,1,0
0,3,69.85,False,True,0,0,1,0,0,0
1,9,65.6,False,False,0,1,1,0,0,0
1,71,104.65,False,True,1,0,1,0,1,0
2,57,90.45,False,True,0,1,1,0,1,0
2,72,63.7,False,False,1,1,1,0,1,0
0,48,104.5,False,True,1,1,1,1,0,0
1,18,20.1,True,False,0,0,0,0,0,0
1,43,104.3,False,True,0,1,1,0,1,0
2,72,93.25,False,False,1,1,1,0,1,0
1,35,73.45,False,False,0,1,1,0,1,0
0,4,20.7,True,False,0,0,0,0,0,0
2,49,25.25,True,False,0,0,0,0,0,0
2,71,100.5,False,True,1,0,0,0,1,0
0,11,90.6,False,True,0,0,0,0,0,0
2,63,89.4,False,False,1,1,1,0,1,0
0,65,95.45,False,True,0,0,1,1,1,0
2,49,20.45,True,False,0,0,0,0,1,0
0,29,98.6,False,True,0,0,1,0,1,1
0,15,83.05,False,True,0,1,1,1,0,1
0,4,19.95,True,False,0,0,1,0,0,0
1,72,109.15,False,True,0,1,0,0,1,0
0,26,85.7,False,True,0,0,1,1,1,0
0,35,102.05,False,True,0,0,0,1,1,0
1,57,94.7,False,True,0,1,0,0,0,0
0,28,64.4,False,False,0,0,0,0,0,0
1,25,26.8,True,False,0,0,1,0,0,0
1,47,66.05,False,False,1,0,1,0,1,0
0,57,65.2,False,False,1,1,0,0,1,0
0,16,85.05,False,True,0,0,1,1,1,0
0,5,55.8,False,False,1,0,1,0,0,0
0,17,70.4,False,True,0,0,1,0,1,1
1,56,104.75,False,True,0,0,1,1,1,1
2,72,19.95,True,False,0,0,0,0,1,0
0,21,94.25,False,True,0,0,1,1,0,1
1,48,45.0,False,False,1,0,0,0,1,0
2,68,114.9,False,True,1,1,0,0,1,0
0,30,106.4,False,True,1,1,0,0,1,0
0,3,46.1,False,False,0,0,1,0,0,0
2,14,39.7,False,False,1,1,0,1,0,0
0,4,20.05,True,False,0,0,1,0,1,0
2,71,95.75,False,True,0,0,1,0,1,0
1,8,24.4,True,False,0,0,0,0,0,0
0,61,33.6,False,False,1,0,0,0,1,0
2,72,90.45,False,True,0,1,0,0,1,0
0,5,84.0,False,True,0,0,1,0,0,0
2,49,67.4,False,False,1,1,0,0,1,0
0,8,19.7,True,False,0,0,1,0,1,0
0,3,80.35,False,True,0,0,1,0,0,0
2,9,19.6,True,False,0,0,0,0,0,0
2,67,54.2,False,False,1,0,1,0,1,0
0,46,45.2,False,False,0,0,1,0,1,0
1,67,75.1,False,False,1,0,0,0,0,0
1,55,19.7,True,False,0,0,0,0,0,0
0,33,72.75,False,False,1,0,1,0,1,0
2,62,20.05,True,False,0,0,0,0,1,0
0,1,45.95,False,False,0,0,0,0,0,1
0,49,39.2,False,False,1,0,1,0,0,0
0,1,44.75,False,False,0,0,1,0,0,0
0,14,82.65,False,True,0,0,1,0,0,0
0,18,93.9,False,True,0,1,0,1,1,0
0,1,70.15,False,True,0,0,1,1,0,1
0,1,85.55,False,True,0,0,1,0,1,1
2,72,117.15,False,True,1,1,1,0,1,0
2,64,99.25,False,True,1,1,0,0,1,0
2,69,112.55,False,True,1,1,1,0,1,0
0,1,25.7,True,False,0,0,1,0,0,0
2,71,90.3,False,False,1,1,0,0,1,0
1,66,49.4,False,False,0,1,1,0,1,0
0,2,19.4,True,False,0,0,0,0,0,0
2,71,109.7,False,True,1,1,1,1,1,0
1,11,61.25,False,False,0,0,1,0,0,0
0,47,55.3,False,False,1,0,1,0,0,0
0,35,70.3,False,True,0,0,1,0,0,1
0,32,106.35,False,True,0,0,0,1,1,1
0,60,103.75,False,True,0,1,1,0,1,0
1,11,19.5,True,False,0,0,0,0,0,0
1,29,39.5,False,False,1,1,0,0,1,0
0,21,26.05,False,False,0,0,1,0,0,0
0,48,91.05,False,True,0,0,1,1,1,0
0,3,29.65,False,False,0,0,0,0,0,0
0,43,50.2,False,False,0,0,0,0,0,0
0,5,105.3,False,True,0,0,0,0,0,0
0,1,55.45,False,False,0,0,1,0,0,0
1,71,85.45,False,False,1,1,0,0,0,0
1,8,19.8,True,False,0,0,0,0,0,0
0,8,59.25,False,False,0,0,1,0,0,0
0,20,90.7,False,True,0,0,1,0,1,0
1,33,103.7,False,True,1,0,1,0,0,1
1,71,79.05,False,True,0,0,1,0,1,0
1,31,90.7,False,True,0,0,1,1,0,0
1,38,95.0,False,True,1,0,0,1,1,0
0,1,88.35,False,True,0,0,1,0,0,1
0,2,30.25,False,False,0,0,1,0,0,0
0,12,49.85,False,False,0,0,1,0,1,0
0,9,93.0,False,True,1,1,0,0,1,0
0,11,54.55,False,False,0,1,1,1,0,0
0,6,19.7,True,False,0,0,0,0,0,0
1,71,84.8,False,False,1,1,1,0,1,0
1,42,94.45,False,True,1,0,1,0,1,0
0,8,94.2,False,True,0,0,1,0,0,1
0,5,96.25,False,True,0,0,1,0,0,1
0,2,70.7,False,True,0,0,1,0,0,1
2,45,20.85,True,False,0,0,0,0,0,0
1,28,60.0,False,False,0,1,1,0,1,0
0,43,80.45,False,True,0,0,0,0,0,0
2,60,84.95,False,False,1,1,1,0,0,0
1,42,33.55,False,False,0,1,0,0,0,1
2,7,49.65,False,False,1,1,0,0,1,0
1,25,20.2,True,False,0,0,1,0,1,0
0,40,94.55,False,True,0,0,1,1,1,1
1,27,100.5,False,True,0,0,1,0,1,0
0,10,35.75,False,False,0,1,0,0,0,0
0,27,86.45,False,True,0,0,1,1,1,0
1,11,53.8,False,False,0,1,0,0,1,0
0,4,38.55,False,False,1,0,0,0,1,0
0,68,39.9,False,False,0,0,1,0,1,0
0,1,70.05,False,True,0,0,1,1,0,0
1,18,20.1,True,False,0,0,0,0,0,0
2,57,112.95,False,True,1,0,1,0,1,1
0,26,20.3,True,False,0,0,1,0,0,0
0,17,35.65,False,False,0,0,1,0,1,0
0,1,35.9,False,False,0,0,0,0,0,1
0,38,99.25,False,True,0,0,1,0,1,1
1,59,82.95,False,True,1,0,1,1,1,0
2,30,55.65,False,False,1,0,1,0,0,0
0,2,24.45,False,False,0,0,1,1,0,1
1,50,25.2,True,False,0,0,0,1,0,0
1,9,50.8,False,False,1,1,0,0,0,0
0,3,19.65,True,False,0,0,0,0,0,0
0,14,59.8,False,False,0,0,1,0,1,0
0,31,73.55,False,True,1,0,1,1,1,0
0,7,61.4,False,False,1,0,0,0,0,0
0,8,103.35,False,True,1,1,1,0,1,1
1,17,19.9,True,False,0,0,0,0,1,0
0,32,19.45,True,False,0,0,1,0,1,0
0,2,81.5,False,True,0,0,0,1,0,0
0,7,84.8,False,True,0,0,1,1,0,1
2,72,109.55,False,True,1,0,0,0,1,0
0,31,99.95,False,True,0,0,1,1,0,1
0,27,74.4,False,True,1,0,0,0,0,0
0,18,90.0,False,True,0,0,1,0,1,1
0,7,74.9,False,True,0,0,1,0,0,0
0,14,104.85,False,True,0,0,1,1,0,1
0,11,59.65,False,False,0,0,1,0,1,0
2,72,110.45,False,True,1,1,1,0,1,0
